,theta,beta
0,1.067678734835674,0.5427152993434382
1,1.0619018939279554,0.5296131422587894
2,1.056349579412947,0.5165406551487113
3,1.051013628444788,0.5034969789629454
4,1.0458863500575912,0.4904812664580015
5,1.040960495054156,0.47749268177160575
6,1.0362292282821022,0.4645304000088472
7,1.031686103083671,0.45159360683951105
8,1.0273250377278247,0.4386814981061073
9,1.0231402936524345,0.4257932794421221
10,1.0191264553623602,0.412928165900037
11,1.0152784118444202,0.4000853815886798
12,1.0115913393733749,0.3872641593194847
13,1.0080606855961465,0.3744637402612566
14,1.004682154791845,0.36168337360304964
15,1.0014516942147447,0.348922316224781
16,0.9983654814363128,0.3361798323752179
17,0.9954199126104752,0.3234551933569856
18,0.9926115915924383,0.3107476772182567
19,0.9899373198485453,0.2980565684507937
20,0.987394087100192,0.28538115769402816
21,0.9849790626494439,0.2727207414448655
22,0.9826895873392898,0.26007462177292123
23,0.980523166105387,0.24744210604089578
24,0.9784774610800389,0.23482250662980894
25,0.9765502852127685,0.22221514066881998
26,0.9747395963746124,0.20961932976936787
27,0.973043491917017,0.19703439976337248
28,0.971460203657859,0.18445968044524502
29,0.9699880932703762,0.1718945053174617
30,0.9686256480528481,0.15933821133945883
31,0.9673714770584647,0.1467901386796157
32,0.9662243075676464,0.13424963047009392
33,0.965182981886012,0.12171603256430752
34,0.9642464544534395,0.10918869329680207
35,0.9634137892508496,0.09666696324532463
36,0.9626841574931628,0.0841501949948704
37,0.9620568355978438,0.07163774290349445
38,0.9615312034201624,0.05912896286967935
39,0.9611067427471802,0.04662321210105292
40,0.9607830360440168,0.03411984888425105
41,0.9605597654465985,0.02161823235572461
42,0.9604367119968673,0.009117722273287299
43,0.9604137551168144,-0.0033823212117932754
44,0.9604908723191272,-0.015882537782362174
45,0.9606681391532641,-0.028383567182798067
46,0.9609457293867196,-0.04088604944648913
47,0.961323915422148,-0.05339062512355972
48,0.9618030689522197,-0.06589793550904875
49,0.962383661855271,-0.0784086228717379
50,0.9630662673351154,-0.09092333068383064
51,0.9638515613107632,-0.10344270385168323
52,0.9647403240613865,-0.11596738894779343
53,0.9657334421344448,-0.12849803444424746
54,0.9668319105250349,-0.14103529094783868
55,0.9680368351364477,-0.1535798114370641
56,0.9693494355329282,-0.16613225150121239
57,0.9707710479972969,-0.17869326958176213
58,0.9723031289071438,-0.19126352721630643
59,0.9739472584458371,-0.2038436892852326
60,0.9757051446650973,-0.21643442426138038
61,0.9775786279187857,-0.22903640446291473
62,0.9795696856890288,-0.24165030630965056
63,0.9816804378282846,-0.2542768105830733
64,0.9839131522428488,-0.26691660269030243
65,0.9862702510464985,-0.27957037293225784
66,0.9887543172152773,-0.292238816776287
67,0.9913681017777094,-0.30492263513352613
68,0.994114531577984,-0.3176225346412724
69,0.9969967176536283,-0.3303392279506474
70,1.0000179642725886,-0.3430734340198563
71,1.0031817786798403,-0.3558258784133347
72,1.0064918816080777,-0.3685972936071055
73,1.0099522186127645,-0.3813884193006631
74,1.013566972297367,-0.3942000027357222
75,1.0173405755021347,-0.40703279902217626
76,1.0212777255360885,-0.41988757147162453
77,1.0253833995414947,-0.4327650919388366
78,1.0296628710876936,-0.44566614117154096
79,1.034121728103238,-0.4585915091689343
80,1.0387658922654683,-0.4715419955493289
81,1.043601639980234,-0.48451840992736267
82,1.0486356250991307,-0.4975215723012227
83,1.0538749035375528,-0.5105523134503456
84,1.0593269599760946,-0.5236114753440752
85,1.0649997368484474,-0.5366999115617821
86,1.070901665842519,-0.5498184877249674
87,1.0770417021696028,-0.562968081941894
88,1.0834293618861102,-0.5761495852653143
89,1.0900747625888378,-0.589363902163885
90,1.0907822312129456,-0.589363902163885
91,1.0821827737339218,-0.5926771468331369
92,1.062613063540235,-0.600070208507478
93,1.0380362042562155,-0.6082275408500073
94,1.0107655695962166,-0.6140905181675422
95,0.9806914548886461,-0.6147689465088964
96,0.9465115601892675,-0.6076240197139482
97,0.9068090713562693,-0.5903173162257813
98,0.8608781815435558,-0.5607824011861715
99,0.8092556885569566,-0.5171707598890727
100,0.7539621370597756,-0.4578654944164806
101,0.6984817444094071,-0.3816682918478602
102,0.6475191821631388,-0.288248204465003
103,0.6065295498605145,-0.17884658029575218
104,0.5809007760539897,-0.05699698194058622
105,0.5746778299156983,0.07127956320162632
106,0.589191494916367,0.1983226279643533
107,0.6224918333268086,0.3165708374823606
108,0.6700511684425523,0.4202361792268283
109,0.7261442199799193,0.5060224325682916
110,0.7850974452330695,0.572839908794008
111,0.8421617242667381,0.6210735850692569
112,0.8940679415652912,0.6519209003370932
113,0.9392513938483988,0.66700588706342
114,0.9776569507458195,0.6682466885366807
115,1.0100599392800884,0.6578554106578725
116,1.0368944591715383,0.6383253387168644
117,1.0566511968513836,0.6122889363570451
118,1.0639768448728164,0.5822287988411344
119,1.0476200565153482,0.5501929922460662
