,theta,beta
0,2.099635593930061,0.4779076131076811
1,2.0942836095757977,0.47199076654526007
2,2.0890404240670746,0.4660832499620292
3,2.083903603962054,0.4601849119866171
4,2.0788708214520044,0.45429560293553445
5,2.073939848095409,0.4484151747742292
6,2.069108549032257,0.442543481079051
7,2.0643748776360598,0.4366803770000952
8,2.0597368705662094,0.430825719224899
9,2.0551926431851557,0.4249793659429623
10,2.0507403853093953,0.4191411768110679
11,2.0463783572664864,0.4133110129193752
12,2.0421048862313027,0.4074887367582642
13,2.037918362819452,0.40167421218590493
14,2.0338172379162778,0.3958673043965309
15,2.0298000197219004,0.39006787988939423
16,2.0258652709952916,0.384275806438381
17,2.0220116064818496,0.37849095306226693
18,2.0182376905094284,0.37271318999559294
19,2.014542234739661,0.36694238866014167
20,2.010923996063714,0.3611784216369969
21,2.0073817746298896,0.3554211626391671
22,2.00391441199427,0.34967048648475585
23,2.000520789385072,0.343926269070663
24,1.9971998260721389,0.3381883873467992
25,1.9939504778338275,0.3324567192907988
26,1.9907717355148087,0.32673114388321534
27,1.987662623668097,0.3210115410831848
28,1.9846221992749777,0.3152977918045421
29,1.981649550538548,0.3095897778923773
30,1.978743795744144,0.30388738210001703
31,1.9759040821845568,0.2981904880664194
32,1.9731295851431536,0.29249898029396726
33,1.9704195069330952,0.28681274412665014
34,1.967773075987699,0.2811316657286204
35,1.9651895460001683,0.2754556320631134
36,1.9626681951074483,0.26978453087171933
37,1.9602083251180114,0.2641182506539959
38,1.9578092607788502,0.25845668064741156
39,1.9554703490801035,0.2527997108076074
40,1.9531909585953962,0.24714723178896927
41,1.9509704788554165,0.24149913492549846
42,1.9488083197529384,0.23585531221197223
43,1.9467039109774689,0.23021565628538468
44,1.9446567014774212,0.2245800604066579
45,1.9426661589500807,0.2189484184426153
46,1.94073176935506,0.21332062484820835
47,1.9388530364528442,0.2076965746489871
48,1.9370294813649869,0.202076163423807
49,1.9352606421560514,0.19645928728776393
50,1.9335460734360739,0.19084584287534906
51,1.9318853459817218,0.1852357273238154
52,1.930278046376607,0.17962883825674944
53,1.9287237766689502,0.17402507376783927
54,1.9272221540454746,0.16842433240483223
55,1.9257728105219263,0.1628265131536759
56,1.9243753926488658,0.1572315154228336
57,1.9230295612315382,0.15163923902776902
58,1.9217349910646284,0.1460495841755923
59,1.9204913706800033,0.14046245144986155
60,1.919298402106798,0.13487774179553302
61,1.9181558006456276,0.1292953565040536
62,1.9170632946530404,0.12371519719858919
63,1.9160206253386134,0.11813716581938287
64,1.915027546572702,0.11256116460923704
65,1.9140838247052354,0.10698709609911335
66,1.9131892383947617,0.101414863093844
67,1.9123435784476834,0.09584436865794989
68,1.9115466476675929,0.0902755161015588
69,1.9107982607133271,0.08470820896641773
70,1.9100982439671013,0.07914235101199535
71,1.909446435411656,0.07357784620166731
72,1.9088426845153919,0.0680145986889798
73,1.9082868521270084,0.062452512803986365
74,1.9077788103782813,0.05689149303965168
75,1.907318442594697,0.05133144403831737
76,1.906905643214893,0.04577227057822526
77,1.9065403177175426,0.04021387756009192
78,1.906222382555935,0.034656169993729675
79,1.905951765100915,0.029099052984709453
80,1.9057284035909898,0.023542431721059406
81,1.9055522470898136,0.017986211459995412
82,1.905423255451768,0.012430297514677254
83,1.9053413992943105,0.006874595240985808
